Observation;Block;Column;Row;Treatment;Soil;Week;Plant Number;Af;Bb;Mp;Het;Thr;c.bug;Bem;Bem (instar);Bem(egg);Total_Sucking Herbivores;Total_specialist_sucking Herbivores;Total_generalist_sucking Herbivore 
3;1;3;1;CHI;Field;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;2;MAN;Pot;8;14;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;3;BSF;Field;4;9;10;0;0;0;0;0;0;0;0;10;0;10
3;1;3;4;CO;Pot;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;5;CHI;Pot;12;28;0;0;1;0;0;0;0;0;0;1;0;1
3;1;3;6;CO;Field;16;39;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;7;BSF;Field;12;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;1;3;8;HC;Pot;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;9;CO;Field;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;10;MAN;Pot;12;23;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;11;CO;Pot;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;12;MW;Field;16;31;0;0;1;0;0;0;0;0;0;1;0;1
3;1;3;13;HC;Field;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;14;BSF;Pot;8;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;1;3;15;BSF;Field;8;18;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;16;HC;Field;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;1;3;17;MW;Pot;4;2;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;1;MAN;Pot;12;28;0;0;0;0;0;0;1;0;0;1;0;0
3;2;4;2;MAN;Field;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;3;HC;Field;8;17;0;0;1;0;0;0;0;0;0;1;0;1
3;2;4;4;CO;Field;16;37;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;5;MW;Pot;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;6;BSF;Pot;8;14;1;0;0;0;0;0;0;0;0;1;0;1
3;2;4;7;MW;Pot;16;50;0;0;0;0;1;0;0;0;0;1;0;0
3;2;4;8;CO;Field;16;46;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;9;MAN;Field;4;3;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;10;CHI;Pot;8;17;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;11;MAN;Pot;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;12;CO;Pot;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;13;MAN;Pot;4;6;0;0;4;0;0;0;0;0;0;4;0;4
3;2;4;14;CO;Pot;4;3;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;15;MW;Pot;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;16;HC;Field;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;2;4;17;HC;Field;4;5;0;0;2;0;0;0;0;0;0;2;0;2
3;2;5;1;CO;Pot;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;2;BSF;Pot;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;3;BSF;Pot;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;4;CO;Field;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;5;CHI;Field;8;11;1;0;0;0;0;0;0;0;0;1;0;1
3;2;5;6;HC;Pot;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;7;CO;Field;4;8;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;8;BSF;Field;16;39;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;9;HC;Field;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;10;BSF;Field;12;26;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;11;MW;Field;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;12;HC;Pot;4;3;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;13;MAN;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;2;5;14;CHI;Pot;16;41;0;0;3;0;0;0;0;0;0;3;0;3
3;2;5;15;HC;Pot;16;46;0;0;1;0;0;0;0;0;0;1;0;1
3;2;5;16;MAN;Pot;16;44;0;0;0;0;0;0;0;0;0;0;0;0
3;2;5;17;MW;Field;12;27;0;0;0;0;1;0;0;0;0;1;0;0
3;2;6;1;MAN;Pot;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;2;MAN;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;3;MAN;Field;8;18;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;4;HC;Pot;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;5;CHI;Field;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;6;CHI;Pot;4;9;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;7;CHI;Field;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;8;BSF;Field;16;34;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;9;BSF;Pot;4;5;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;10;MW;Field;4;8;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;11;CO;Pot;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;12;MAN;Pot;8;12;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;13;MW;Pot;12;26;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;14;BSF;Field;8;16;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;15;CHI;Pot;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;16;BSF;Field;4;5;0;0;0;0;0;0;0;0;0;0;0;0
3;2;6;17;CHI;Field;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;1;CHI;Pot;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;2;MAN;Field;4;10;0;0;1;0;0;0;0;0;0;1;0;1
3;3;7;3;MW;Pot;4;7;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;4;CO;Pot;8;12;0;0;11;0;0;0;0;0;0;11;0;11
3;3;7;5;BSF;Pot;16;32;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;6;BSF;Pot;8;19;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;7;MW;Field;8;16;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;8;HC;Pot;4;5;0;0;2;0;0;0;0;0;0;2;0;2
3;3;7;9;CO;Field;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;10;CHI;Field;12;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;3;7;11;BSF;Field;16;32;0;0;1;0;0;0;0;0;0;1;0;1
3;3;7;12;MW;Pot;8;18;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;13;CHI;Field;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;14;MAN;Field;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;15;CHI;Field;16;37;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;16;HC;Pot;16;45;0;0;0;0;0;0;0;0;0;0;0;0
3;3;7;17;BSF;Field;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;1;HC;Field;12;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;3;8;2;MW;Field;4;6;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;3;CO;Field;12;24;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;4;HC;Field;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;5;MAN;Pot;8;17;0;0;1;0;0;0;0;0;0;1;0;1
3;3;8;6;HC;Pot;16;32;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;7;BSF;Field;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;8;MW;Field;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;9;HC;Pot;8;17;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;10;CO;Field;4;19;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;11;MAN;Field;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;12;CHI;Pot;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;13;CO;Field;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;14;CHI;Pot;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;15;CHI;Pot;16;44;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;16;CO;Field;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;3;8;17;MAN;Field;16;32;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;1;CO;Pot;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;2;MAN;Pot;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;3;BSF;Field;8;17;0;0;0;0;1;0;0;0;0;1;0;0
3;3;9;4;MAN;Field;8;19;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;5;CHI;Pot;4;6;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;6;CO;Pot;12;24;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;7;HC;Pot;12;24;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;8;MW;Pot;12;30;0;0;1;0;0;0;0;0;0;1;0;1
3;3;9;9;MW;Field;16;34;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;10;CHI;Field;8;17;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;11;MW;Pot;16;43;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;12;MAN;Pot;4;1;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;13;BSF;Pot;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;14;HC;Field;8;18;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;15;MAN;Pot;16;43;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;16;CO;Field;8;12;0;0;0;0;0;0;0;0;0;0;0;0
3;3;9;17;BSF;Pot;12;28;0;0;2;0;0;0;0;0;0;2;0;2
3;4;10;1;MAN;Pot;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;2;CHI;Pot;8;18;0;0;0;0;1;0;0;0;0;1;0;0
3;4;10;3;HC;Field;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;4;BSF;Field;12;23;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;5;MAN;Field;16;43;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;6;HC;Pot;12;21;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;7;CO;Field;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;8;CHI;Field;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;9;MAN;Pot;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;10;HC;Pot;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;11;CHI;Pot;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;12;MAN;Field;4;1;1;0;0;0;0;0;0;0;0;1;0;1
3;4;10;13;MW;Field;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;14;HC;Field;4;1;0;0;1;0;0;0;0;0;0;1;0;1
3;4;10;15;BSF;Field;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;16;CO;Pot;12;26;0;0;0;0;0;0;0;0;0;0;0;0
3;4;10;17;BSF;Pot;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;1;HC;Pot;8;12;0;0;1;0;0;0;0;0;0;1;0;1
3;4;11;2;HC;Field;16;37;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;3;BSF;Field;4;3;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;4;MW;Pot;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;5;CO;Pot;16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;4;11;6;MW;Pot;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;7;CHI;Pot;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;8;BSF;Pot;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;9;MAN;Field;8;15;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;10;BSF;Field;8;14;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;11;CHI;Field;16;48;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;12;MW;Field;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;13;CO;Pot;4;5;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;14;CHI;Pot;12;24;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;15;BSF;Pot;12;21;0;0;0;0;0;0;0;0;0;0;0;0
3;4;11;16;CO;Field;12;25;0;0;1;0;0;0;0;0;0;1;0;1
3;4;11;17;HC;Pot;16;43;0;0;1;0;0;0;0;0;0;1;0;1
3;4;12;1;MW;Pot;4;9;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;2;CO;Field;4;1;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;3;HC;Field;8;16;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;4;BSF;Pot;12;29;0;0;5;0;0;0;0;0;0;5;0;5
3;4;12;5;CO;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;4;12;6;CO;Pot;8;18;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;7;CHI;Field;4;7;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;8;MAN;Field;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;9;MW;Field;16;43;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;10;MAN;Pot;4;7;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;11;CHI;Field;12;24;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;12;MW;Field;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;13;HC;Field;12;26;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;14;MAN;Pot;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;15;BSF;Pot;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;4;12;16;MAN;Pot;16;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;4;12;17;MAN;Field;12;23;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;1;MAN;Pot;4;10;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;2;BSF;Field;8;20;0;0;1;0;0;0;0;0;0;1;0;1
3;5;13;3;CO;Field;8;15;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;4;CO;Field;4;10;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;5;MAN;Field;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;6;CO;Pot;12;28;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;7;MW;Pot;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;8;MW;Field;16;37;0;0;1;0;1;0;0;0;0;2;0;1
3;5;13;9;CO;Field;16;32;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;10;CHI;Field;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;11;MW;Field;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;12;CHI;Field;8;20;0;0;1;0;0;0;0;0;0;1;0;1
3;5;13;13;MAN;Pot;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;14;MAN;Field;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;15;BSF;Field;16;48;0;0;0;0;0;0;0;0;0;0;0;0
3;5;13;16;CHI;Pot;8;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;5;13;17;BSF;Pot;4;2;0;0;2;0;0;0;0;0;0;2;0;2
3;5;14;1;CHI;Field;12;28;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;2;HC;Field;4;2;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;3;MW;Pot;12;23;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;4;HC;Pot;8;20;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;5;MW;Pot;16;34;1;0;0;0;0;0;0;0;0;1;0;1
3;5;14;6;BSF;Field;16;43;4;0;0;0;0;0;0;0;0;4;0;4
3;5;14;7;BSF;Pot;8;17;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;8;HC;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;9;HC;Field;8;11;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;10;MW;Field;8;20;2;0;0;0;0;0;0;0;0;2;0;2
3;5;14;11;CHI;Field;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;12;BSF;Pot;16;43;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;13;CO;Pot;8;13;0;0;4;0;0;0;0;0;0;4;0;4
3;5;14;14;CO;Field;16;31;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;15;MAN;Field;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;5;14;16;HC;Pot;12;27;0;0;10;0;0;0;0;0;0;10;0;10
3;5;14;17;MAN;Field;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;1;MW;Pot;8;20;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;2;BSF;Pot;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;3;HC;Field;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;4;CHI;Field;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;5;MAN;Pot;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;6;BSF;Field;12;29;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;7;MW;Pot;4;10;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;8;CHI;Pot;4;2;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;9;BSF;Pot;12;23;0;0;2;0;0;0;0;0;0;2;0;2
3;5;15;10;MAN;Pot;16;48;5;0;0;0;0;0;0;0;0;5;0;5
3;5;15;11;CHI;Pot;16;45;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;12;MW;Field;4;2;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;13;CO;Pot;4;7;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;14;HC;Pot;4;2;0;0;0;0;1;0;0;0;0;1;0;0
3;5;15;15;HC;Pot;16;39;0;0;0;0;1;0;0;0;0;1;0;0
3;5;15;16;CO;Pot;16;39;0;0;0;0;0;0;0;0;0;0;0;0
3;5;15;17;MW;Field;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;1;MAN;Field;4;8;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;2;CHI;Pot;8;16;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;3;CHI;Field;4;3;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;4;HC;Pot;12;28;0;0;2;0;0;0;0;0;0;2;0;2
3;6;16;5;BSF;Pot;4;1;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;6;BSF;Pot;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;7;CO;Field;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;8;MAN;Pot;16;37;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;9;MW;Pot;8;12;1;0;0;0;0;0;0;0;0;1;0;1
3;6;16;10;CHI;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;11;HC;Pot;16;44;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;12;HC;Field;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;13;CO;Field;8;17;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;14;MAN;Field;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;15;CO;Pot;12;23;0;0;1;0;0;0;0;0;0;1;0;1
3;6;16;16;BSF;Pot;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;6;16;17;MAN;Pot;16;35;0;0;0;0;2;0;0;0;0;2;0;0
3;6;17;1;MW;Pot;12;21;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;2;CHI;Field;16;34;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;3;CO;Pot;16;44;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;4;MW;Pot;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;5;CO;Pot;4;2;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;6;CHI;Pot;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;7;MW;Pot;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;8;MAN;Pot;12;30;0;0;5;0;0;0;0;0;0;5;0;5
3;6;17;9;HC;Field;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;10;CO;Field;12;21;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;11;CO;Pot;8;19;0;0;4;0;0;0;0;0;0;4;0;4
3;6;17;12;MAN;Field;8;16;0;0;0;0;1;0;0;0;0;1;0;0
3;6;17;13;BSF;Field;8;19;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;14;CO;Field;16;45;0;0;1;0;0;0;0;0;0;1;0;1
3;6;17;15;BSF;Field;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;16;BSF;Pot;16;37;0;0;0;0;0;0;0;0;0;0;0;0
3;6;17;17;CHI;Field;16;46;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;1;HC;Field;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;2;CHI;Pot;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;3;CHI;Pot;4;10;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;4;BSF;Field;4;1;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;5;CHI;Pot;16;38;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;6;MW;Field;16;41;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;7;MAN;Field;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;8;MAN;Pot;8;15;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;9;MW;Field;12;26;1;0;0;0;0;0;0;0;0;1;0;1
3;6;18;10;BSF;Field;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;11;BSF;Field;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;12;CO;Pot;16;48;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;13;HC;Pot;4;6;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;14;HC;Pot;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;15;CHI;Field;12;26;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;16;MW;Field;4;1;0;0;0;0;0;0;0;0;0;0;0;0
3;6;18;17;HC;Field;8;20;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;1;MW;Field;16;44;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;2;BSF;Pot;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;3;MAN;Pot;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;4;MAN;Field;12;27;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;5;HC;Field;8;14;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;6;MW;Field;12;23;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;7;MAN;Pot;16;36;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;8;CHI;Field;8;19;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;9;CHI;Field;4;6;0;0;6;0;0;0;0;0;0;6;0;6
3;7;19;10;MAN;Field;4;5;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;11;HC;Field;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;12;BSF;Pot;4;4;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;13;CO;Pot;12;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
3;7;19;14;CO;Field;12;28;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;15;BSF;Field;16;33;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;16;HC;Pot;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;7;19;17;CO;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;1;CHI;Pot;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;2;CHI;Pot;4;8;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;3;CO;Field;16;47;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;4;MW;Pot;4;1;0;0;3;0;0;0;0;0;0;3;0;3
3;7;20;5;HC;Pot;16;34;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;6;MW;Pot;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;7;MW;Pot;8;19;0;0;3;0;0;0;0;0;0;3;0;3
3;7;20;8;CHI;Pot;12;21;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;9;CO;Field;4;7;0;0;1;0;0;0;0;0;0;1;0;1
3;7;20;10;MW;Pot;12;25;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;11;CHI;Field;16;49;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;12;MAN;Pot;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;13;MAN;Field;16;40;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;14;HC;Pot;4;10;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;15;MW;Field;8;13;0;0;0;0;0;0;0;0;0;0;0;0
3;7;20;16;MW;Field;16;50;0;0;1;0;1;0;0;0;0;2;0;1
3;7;20;17;BSF;Pot;16;48;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;1;HC;Pot;8;14;4;0;0;0;1;0;0;0;0;5;0;4
3;7;21;2;HC;Field;4;9;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;3;HC;Field;12;22;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;4;MW;Field;4;5;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;5;BSF;Pot;16;46;0;0;0;0;1;0;0;0;0;1;0;0
3;7;21;6;CO;Pot;8;20;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;7;MW;Pot;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;8;MAN;Pot;8;19;0;0;3;0;0;0;0;0;0;3;0;3
3;7;21;9;HC;Pot;12;30;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;10;MAN;Field;16;35;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;11;BSF;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;12;CO;Pot;4;8;2;0;0;0;0;0;0;0;0;2;0;2
3;7;21;13;CHI;Pot;8;12;0;0;1;0;1;0;0;0;0;2;0;1
3;7;21;14;BSF;Field;16;42;0;0;0;0;0;0;0;0;0;0;0;0
3;7;21;15;CHI;Field;12;27;0;0;0;0;0;0;0;0;0;0;0;0
